n07851443 double_cream
n04349913 suction_cup
n02805983 bastion
n02207805 worker_bee
n07847917 light_cream
n07824988 pickle
n04459122 touring_car
n04459122 phaeton
n04459122 tourer
n02106550 rottweiler
n02377603 broodmare
n03660124 levis
n04053508 rangefinder
n04053508 range_finder
n07924033 fruit_juice
n03192543 dictaphone
n02410509 bison
n07874441 sicilian_pizza
n04969242 azure
n04969242 cerulean
n04969242 sapphire
n03593526 jar
n07681926 cracker
n03957762 plasterboard
n03957762 gypsum_board
n09428293 seashore
n09428293 coast
n09428293 seacoast
n07723039 leek
n01677747 marine_iguana
n04590746 windshield_wiper
n04590746 windscreen_wiper
n04590746 wiper
n13149970 betel
n03906224 pegboard
n04541662 vomitory
n03811965 naval_gun
n05302499 mouth
n05302499 oral_cavity
n03235042 drawing_room
n03235042 withdrawing_room
n07694659 shortcake
n15067877 tear_gas
n15067877 teargas
n15067877 lachrymator
n12597134 cabbage_palm
n12597134 sabal_palmetto
n11699751 oregon_grape
n11618525 torrey_pine
n07876026 sauerbraten
n04585318 wimple
n03070059 collet
n03484083 handcart
n03484083 pushcart
n03484083 cart
n02535537 atlantic_salmon
n02535537 salmo_salar
n07560542 kosher
n13880994 parallel
n04452757 toolshed
n12870535 thyme
n02390738 kiang
n06883725 swastika
n13092078 ascus
n02999410 chain
n04603872 workwear
n02310717 woolly_bear
n01647640 western_toad
n12657755 wineberry
n11877193 collard
n03231819 dragunov
n02489166 proboscis_monkey
n02024479 golden_plover
n07563800 liquid_diet
n11968931 boneset
n11807108 chickweed
n02456008 tatu
n11700058 mayapple
n07680313 bap
n02955065 cap
n03944024 pintle
n03029197 church_tower
n03988170 post
n13164501 osier
n07745466 raspberry
n03120778 court
n03120778 courtroom
n01882714 koala
n03595409 jeroboam
n03032453 cinquefoil
n02869737 bongo
n02282257 blue
n02907873 brownstone
n04538552 vise
n01813385 turtledove
n03777754 modem
n04359217 supplejack
n03831382 noseband
n05218119 cadaver
n05218119 corpse
n05218119 stiff
n05218119 clay
n05218119 remains
n06274092 long_distance
n04223170 backsword
n02814860 beacon
n02814860 lighthouse
n02814860 beacon_light
n02814860 pharos
n04255899 sod_house
n04255899 soddy
n04255899 adobe_house
n07740033 cortland
n03982895 poorhouse
n02774630 baggage
n02774630 luggage
n07595649 cane_sugar
n04187061 sheath
n12750767 leatherwood
n03916720 peripheral
n03916720 peripheral_device
n02762725 donkey_boiler
n03102859 cooling_system
n03102859 cooling
n03844815 oilskin
n03844815 slicker
n09846755 beekeeper
n02911332 buffer
n02911332 polisher
n08494231 amusement_park
n08494231 funfair
n08494231 pleasure_ground
n07838551 mole
n03620353 kitchenette
n13125117 root
n12291959 bluebell
n03703945 mae_west
n09392402 pinetum
n12590232 oil_palm
n03640988 lantern
n00446804 spar
n00446804 sparring
n03609959 keelson
n03536568 horizontal_tail
n03446070 golf_club
n03446070 golf_club
n03446070 club
n02791532 barbette_carriage
n07573347 spam
n12316572 red_gum
n12316572 liquidambar_styraciflua
n02419796 antelope
n11947802 cornflower
n11947802 bluebottle
n12427566 tiger_lily
n11614250 yellow_pine
n07823698 cranberry_sauce
n04469003 tramline
n04469003 tramway
n02790669 barbecue
n02790669 barbeque
n03524976 hogshead
n03581125 intersection
n03581125 crossroad
n03581125 crossway
n03581125 crossing
n03581125 carrefour
n02869155 bone_china
n00452152 cockfighting
n02787435 bangle
n02787435 bauble
n02787435 gaud
n02787435 novelty
n02787435 trinket
n14564779 wall
n12024445 common_dandelion
n12024445 taraxacum_officinale
n05242928 squamous_cell
n12643113 cherry_laurel
n12643113 wild_orange
n11828973 allgood
n01804653 northern_bobwhite
n02259212 leafhopper
n12263204 sweet_chestnut
n12263204 castanea_sativa
n04085017 reverse
n04085017 reverse_gear
n07619004 custard
n07605597 chocolate_fudge
n12643877 morello
n02251775 louse
n08551296 eparchy
n08551296 exarchate
n04568557 web
n04568557 entanglement
n01750437 tiger_snake
n07851554 mascarpone
n13003254 death_cap
n13003254 death_angel
n01808291 rock_partridge
n03594734 jean
n03594734 blue_jean
n03594734 denim
n12732009 white_poplar
n12732009 abele
n03116530 counter
n12859986 catnip
n12113195 feathertop
n02814428 beach_towel
n03673450 lingerie
n03673450 intimate_apparel
n02251593 citrus_mealybug
n03697552 lunchroom
n12695144 mahogany
n04294426 stabilizer
n03348868 firing_chamber
n04391445 tapa
n04391445 tappa
n12728656 dwarf_willow
n03585073 iron
n07938594 mold
n07938594 mould
n02964196 card_table
n12143215 emmer
n03642144 laparoscope
n02321170 feather_star
n02879309 boutique
n02879309 dress_shop
n04037964 racing_boat
n12576323 broad_bean
n01821203 parakeet
n01821203 paraquet
n02885462 boxing_glove
n02885462 glove
n03480719 halter
n03480719 hackamore
n07726672 cowpea
n02581957 dolphinfish
n02581957 dolphin
n02755823 attic
n02666624 a_battery
n04119091 rumble
n02041875 cob
n03360133 flat_arch
n02274822 nymphalid
n02274822 nymphalid_butterfly
n03390075 foxhole
n04593376 wing_tip
n03057920 coat_hanger
n01857079 snow_goose
n13901211 barrel
n13901211 drum
n12261571 copper_beech
n02727426 apiary
n12190410 kapok
n12190410 ceiba_tree
n12190410 ceiba_pentandra
n03464053 g_string
n03464053 thong
n02979836 cast
n02979836 plaster_cast
n01752165 viper
n01055165 camping
n01055165 encampment
n01055165 bivouacking
n01055165 tenting
n04168199 segway
n12836862 phacelia
n03424489 gas_meter
n03424489 gasometer
n04051439 rammer
n05586759 exoskeleton
n02107142 doberman
n02107142 doberman_pinscher
n03759243 microfiche
n03600977 joint
n02504770 mammoth
n02342885 hamster
n03345487 fire_engine
n03345487 fire_truck
n13873917 circle
n02366959 coypu
n02366959 nutria
n04174705 serration
n03224603 dormer
n03224603 dormer_window
n01594004 bluebird
n12511856 caragana
n07922147 perry
n07612367 whip
n12204730 corchorus
n02767038 baby_powder
n09452395 swamp
n09452395 swampland
n01984245 norway_lobster
n01984245 nephrops_norvegicus
n04610676 yard
n03157348 cymbal
n02127292 lynx_lynx
n03836976 nylons
n03836976 rayons
n03836976 silk_stocking
n03862676 oven
n03545470 houseboat
n07719330 bamboo_shoot
n07605474 fudge
n09199101 anthill
n07654298 biryani
n03692004 lounger
n11915899 everlasting
n03582959 inverter
n12403513 sycamore
n12403513 sycamore_fig
n02191773 blowfly
n02191773 blow_fly
n01990800 isopod
n03871860 packing_plant
n04235860 sleeping_bag
n07917133 sazerac
n02833403 bevel
n02086910 papillon
n02041246 gull
n02041246 seagull
n02041246 sea_gull
n02288268 inchworm
n02288268 looper
n03199901 dinghy
n03199901 dory
n03199901 rowboat
n02129991 liger
n02044178 jaeger
n02559862 robalo
n03205574 dirndl
n07710283 root_vegetable
n03759432 microfilm
n02762508 autostrada
n00007846 person
n00007846 individual
n00007846 someone
n00007846 somebody
n00007846 mortal
n00007846 soul
n12801520 parnassia
n03947798 pique
n02207345 queen_bee
n07871065 lutefisk
n07842753 omelet
n07842753 omelette
n01314663 critter
n07607967 cough_drop
n07607967 troche
n02414578 wild_sheep
n03258577 dust_cover
n12782915 dionaea_muscipula
n06273743 call_waiting
n02697221 a_line
n03603594 junk
n02438272 alpaca
n09389867 perforation
n12849416 henbit
n03344305 fire_bell
n04083800 retractor
n12288823 hazelnut
n12288823 hazel
n04973386 reddish_brown
n04973386 sepia
n04973386 burnt_sienna
n04973386 venetian_red
n04973386 mahogany
n04577426 whetstone
n11603246 encephalartos
n12544539 lentil
n12718995 quassia
n02009508 little_egret
n12847927 pennyroyal
n03804744 nail
n07869391 hash
n07859142 saccharin
n04198722 shiv
n07750449 citron
n02181235 darkling_beetle
n02181235 tenebrionid
n04287451 sprag
n02527057 tuna
n01776313 tick
n02980203 caster
n02980203 castor
n03446832 golf_equipment
n12267931 cupule
n04475749 trawl
n04475749 dragnet
n07556970 course
n11828577 pigweed
n11828577 chenopodium_album
n03070854 collimator
n12356395 turmeric
n01462803 morula
n07600394 butterscotch
n03669886 limiter
n03669886 clipper
n07697537 hotdog
n07697537 hot_dog
n07697537 red_hot
n02921592 burette
n11644046 red_cedar
n02184720 body_louse
n02184720 cootie
n09835506 ballplayer
n09835506 baseball_player
n07768139 anjou
n12074408 oncidium
n12074408 butterfly_orchid
n03316406 factory
n03316406 mill
n03316406 manufacturing_plant
n03316406 manufactory
n03497657 hat
n03497657 chapeau
n03497657 lid
n03031422 cigarette_lighter
n01698640 american_alligator
n12270027 quercus_alba
n12755225 box_elder
n12755225 acer_negundo
n01847170 duckling
n04084517 return
n15090742 b_complex
n15090742 vitamin_b
n15090742 b_vitamin
n01532325 goldfinch
n01532325 yellowbird
n03384891 formalwear
n03384891 eveningwear
n03384891 evening_dress
n03384891 evening_clothes
n02104029 kuvasz
n02917964 bullpen
n02403740 heifer
n11971248 gazania
n12986227 tooth_fungus
n03417749 garden
n03221720 door
n02243562 water_strider
n07687381 baguet
n07687381 baguette
n01519873 emu
n00446980 archery
n11910271 bleeding_heart
n07601572 candy_cane
n11658544 matai
n11658544 black_pine
n03547229 hovercraft
n03142431 crypt
n04258138 solar_collector
n04258138 solar_furnace
n03775747 mizzen
n03775747 mizen
n03919289 pestle
n02282385 copper
n12953484 royal_fern
n12953484 king_fern
n12953484 osmunda_regalis
n02276258 admiral
n03543254 hot_plate
n03543254 hotplate
n12340755 black_gum
n12340755 pepperidge
n01574045 blackbird
n04161358 seat
n06625062 encyclical
n03342262 escutcheon
n03002341 chairlift
n03002341 chair_lift
n03802393 muslin
n03713069 main_yard
n07747055 citrus
n07747055 citrus_fruit
n11599324 welwitschia
n11599324 welwitschia_mirabilis
n03371875 flush_toilet
n03371875 lavatory
n02236896 bug
n02236896 hemipteran
n04202142 shooting_lodge
n04542943 waffle_iron
n01976146 decapod
n02952485 canteen
n04120489 running_shoe
n07754684 jackfruit
n07754684 jak
n07754684 jack
n07814487 clove
n03119510 coupling
n03119510 coupler
n03322704 green_market
n03322704 greenmarket
n07756325 honeydew
n07756325 honeydew_melon
n03145147 cuckoo_clock
n02257284 periodical_cicada
n02971356 carton
n02165105 tiger_beetle
n02653145 triggerfish
n03343047 fin_keel
n03539546 horseshoe
n04485884 triskelion
n04540397 voltage_regulator
n03085602 computer_screen
n03085602 computer_display
n03567788 indiaman
n02813981 b_battery
n03954731 plane
n02746365 artillery
n02746365 heavy_weapon
n02746365 gun
n02746365 ordnance
n03837606 oast
n07899976 generic
n01860497 screamer
n13145250 muscadine
n07708124 julienne
n07768230 bartlett
n02971691 cartridge
n02159955 insect
n02480153 great_ape
n07605693 divinity
n12269652 white_oak
n04951716 aura
n04951716 aureole
n04951716 halo
n04951716 nimbus
n04951716 glory
n10509063 reading_teacher
n03759954 microphone
n03759954 mike
n12933274 wild_celery
n04245218 scsi
n02543565 lizardfish
n03875955 paintball_gun
n04511002 university
n12753245 sugar_maple
n12753245 acer_saccharum
n02259377 planthopper
n02855925 blue
n04071263 regalia
n04041544 radio
n04041544 wireless
n07698672 western
n09461069 trapezium
n04204347 shopping_cart
n03326475 fell
n07876893 scrapple
n02944075 camisole
n12729315 black_willow
n02101670 field_spaniel
n01919385 beroe
n02833040 bethel
n04085574 reversible
n11761650 inga
n03789171 movie_camera
n07589872 burgoo
n11894770 radish
n03954393 planchet
n04318892 stiletto
n04263257 soup_bowl
n10521662 reporter
n10521662 newsman
n03592669 jalousie
n03356982 flannel
n01560419 bulbul
n03315644 facing
n03315644 cladding
n07870894 lobster_thermidor
n09256479 coral_reef
n03716887 mandola
n07864756 chicken_kiev
n01542786 weaver
n04441093 tire_iron
n02704949 amphitheater
n02704949 amphitheatre
n02704949 coliseum
n04525038 velvet
n07680517 breadstick
n04457767 torque_converter
n01777304 deer_tick
n03091044 connecting_rod
n03074380 column
n03074380 pillar
n09283193 fomite
n09283193 vehicle
n03781787 monitor
n11958080 cosmos
n08640739 resort_area
n08640739 playground
n08640739 vacation_spot
n12879963 indian_paintbrush
n03282401 embellishment
n07936745 mineral_water
n03019304 chino
n04093625 rink
n04093625 skating_rink
n06275353 wireless
n03314780 face_powder
n01489501 bull_shark
n07930062 fruit_punch
n10732010 trumpeter
n10732010 cornetist
n03788195 mosque
n04308807 steamboat
n02341288 meadow_vole
n03401129 fuel_gauge
n03919430 pestle
n03919430 muller
n03919430 pounder
n13077295 mildew
n07925966 fruit_drink
n07925966 ade
n03746005 menorah
n04387706 tamp
n04387706 tamper
n07760153 muscat
n07760153 muscatel
n07760153 muscat_grape
n04495843 tugboat
n04495843 tug
n04495843 towboat
n04495843 tower
n07804543 brown_rice
n07889990 burton
n02669723 academic_gown
n04552551 war_room
n02137015 genet
n03391613 frame_buffer
n13875392 ring
n13875392 halo
n13875392 annulus
n13875392 doughnut
n13055577 boletus_edulis
n12480895 sansevieria
n01858906 cygnet
n02609302 bluehead
n02815950 beam
n11847169 barrel_cactus
n04061969 recess
n04061969 niche
n03454110 grapnel
n12521394 scotch_broom
n12521394 cytisus_scoparius
n02287004 geometrid
n02287004 geometrid_moth
n13882961 rhombus
n13882961 rhomb
n13882961 diamond
n04969540 steel_blue
n02670186 accelerator
n02670186 throttle
n02670186 throttle_valve
n11832214 beet
n11832214 beta_vulgaris
n04076284 repeater
n01673282 tuatara
n12138248 kaoliang
n01421333 cryptophyte
n02672831 accordion
n02672831 piano_accordion
n12389130 heartsease
n03454536 grate
n03454536 grating
n07867883 fondue
n07867883 fondu
n03765561 mill
n03765561 grinder
n03765561 milling_machinery
n03630383 lab_coat
n07605040 cotton_candy
n07605040 spun_sugar
n07605040 candyfloss
n07905296 demerara
n01809106 guinea_fowl
n01809106 guinea
n04975739 complementary_color
n04975739 complementary
n11885856 draba
n02065407 minke_whale
n04232437 skyhook
n03131669 crib
n11948264 knapweed
n12869478 germander
n10341343 music_teacher
n09405787 ravine
n04966543 gamboge
n04966543 lemon
n04966543 lemon_yellow
n04966543 maize
n09892693 captain
n09892693 senior_pilot
n11991263 blazing_star
n11991263 snakeroot
n00470554 professional_football
n04285008 sports_car
n04285008 sport_car
n03268790 electric
n03268790 electric_automobile
n03268790 electric_car
n02909870 bucket
n02909870 pail
n00447221 tobogganing
n03701391 machine_gun
n03212114 disposal
n03212114 garbage_disposal
n04282231 splicer
n01606177 tercel
n01440764 tench
n04353573 sulky
n07839055 nantua
n03799240 multiprocessor
n04374735 synagogue
n04374735 temple
n04374735 tabernacle
n11728945 black_cohosh
n07920222 latte
n03635330 lame
n03963645 playground
n02414290 merino
n02414290 merino_sheep
n12143676 corn
n12143676 maize
n12143676 indian_corn
n12143676 zea_mays
n02840134 binder
n02840134 ligature
n07928790 pepsi
n07928790 pepsi_cola
n12365900 clusia
n04317175 stethoscope
n02919648 bung
n02919648 spile
n01851895 wild_duck
n03923918 needle
n12285049 grey_alder
n12230794 strawberry_tree
n12230794 arbutus_unedo
n11767354 dogbane
n02118643 vixen
n01852142 wood_duck
n03692842 jalousie
n02279637 danaid
n04006411 probe
n01897667 alula
n03719343 mantel
n03719343 mantelpiece
n03719343 mantle
n03719343 chimneypiece
n12166424 luffa
n05545879 foramen_magnum
n03262519 earthenware
n02092468 terrier
n11662128 pacific_yew
n04283255 spoiler
n03495258 harp
n03530642 honeycomb
n03435593 geodesic_dome
n12710693 sweet_orange
n04611351 yardarm
n03372549 flute
n03372549 champagne_flute
n11653904 kahikatea
n09906704 champion
n09906704 champ
n07849912 curd
n03256928 dungeon
n01888411 doe
n07685303 oatcake
n11619455 western_larch
n02484322 monkey
n02716626 abm
n01851038 pochard
n09433442 shore
n09403211 radiator
n12155009 pandanus_tectorius
n02916936 bulletproof_vest
n03270695 electric_bell
n01795545 black_grouse
n03556173 i_beam
n03690168 lorgnette
n11789066 skunk_cabbage
n04018667 public_toilet
n04018667 comfort_station
n04018667 public_convenience
n04018667 convenience
n04018667 public_lavatory
n04018667 restroom
n04018667 toilet_facility
n07848338 butter
n04228215 binding
n07765208 elderberry
n07613266 tiramisu
n03604156 jukebox
n03604156 nickelodeon
n02843684 birdhouse
n02425228 bushbuck
n12465557 bear_grass
n03323703 fastener
n03323703 fastening
n03323703 holdfast
n03323703 fixing
n01710177 diplodocus
n07727741 flageolet
n07727741 haricot
n03064935 cog
n03064935 sprocket
n03281145 elevator
n03281145 lift
n03330665 festoon
n02829596 bench_press
n07851767 cottage_cheese
n07851767 pot_cheese
n04213530 sickroom
n07928578 phosphate
n11851839 cholla
n07854707 string_cheese
n03262717 earthwork
n11706761 avocado
n11706761 avocado_tree
n11706761 persea_americana
n10707233 therapist
n10707233 healer
n03563710 implant
n01664065 loggerhead
n01664065 loggerhead_turtle
n01664065 caretta_caretta
n03161016 dampener
n13091620 sporophyll
n12163035 bryony
n12163035 briony
n07815424 nutmeg
n04310157 steamroller
n04310157 road_roller
n02115641 dingo
n02115641 warrigal
n08652376 ski_resort
n03912821 penthouse
n01671479 desert_tortoise
n09315159 ion
n02778456 bale
n01598588 shrike
n02008041 heron
n11811921 maltese_cross
n03899933 patisserie
n03323096 farmstead
n02988156 cd_drive
n04040373 radial_engine
n04040373 rotary_engine
n04132158 salwar
n04132158 shalwar
n04398044 teapot
n04210591 shrink_wrap
n04532398 vest_pocket
n04397261 teaching_aid
n03963294 playback
n03499468 hauberk
n02103181 griffon
n09478210 whinstone
n09478210 whin
n02975212 case
n02975212 display_case
n02975212 showcase
n02975212 vitrine
n01581730 nutcracker
n01316422 scavenger
n03467984 gun
n01368672 klebsiella
n13118707 subshrub
n03035832 cittern
n03035832 citole
n03035832 gittern
n04425804 third_base
n04425804 third
n11600372 cycad
n01844917 aquatic_bird
n03172738 delayed_action
n11619227 tamarack
n04497801 tuning_fork
n11794519 duckweed
n12855494 water_mint
n12855494 water_mint
n12855494 mentha_aquatica
n03107716 core
n03859495 outerwear
n10120671 gardener
n04367480 swab
n04367480 mop
n03193597 diesel_locomotive
n12745386 rambutan
n07585557 chicken_soup
n07822845 chili_sauce
n02472987 world
n02472987 human_race
n02472987 humanity
n02472987 humankind
n02472987 human_beings
n02472987 humans
n02472987 mankind
n02472987 man
n03517647 hideaway
n03517647 retreat
n12726670 weeping_willow
n07902520 moonshine
n07902520 bootleg
n03140652 cruise_control
n02319095 sea_urchin
n04495698 tudung
n02530421 shad
n12515711 chickpea
n03692136 smoking_jacket
n02875436 borer
n02875436 rock_drill
n12469517 herb_paris
n03782006 monitor
n03228016 double_reed
n03736147 meat_hook
n11547562 fern_ally
n03500209 hawser
n10772092 weatherman
n10772092 weather_forecaster
n11926365 silversword
n13078021 verticillium
n02816768 beanie
n02816768 beany
n04198233 shirting
n02797692 base
n02797692 pedestal
n02797692 stand
n02944146 camisole
n03114379 cosy
n03114379 cozy
n02963503 electrocardiograph
n07643200 strawberry_jam
n04021503 pulse_generator
n04209239 shower_curtain
n07878647 stuffed_peppers
n02132320 bruin
n04223299 singlet
n04223299 vest
n04223299 undershirt
n07901457 muscat
n07901457 muscatel
n03214253 ditch
n03494278 harmonica
n03494278 mouth_organ
n03494278 harp
n03494278 mouth_harp
n12408280 slippery_elm
n11699442 oregon_grape
n01483830 porbeagle
n02312006 grub
n01441425 shiner
n02601767 striped_mullet
n13154388 pinna
n13154388 pinnule
n02579557 pompano
n04059947 rearview_mirror
n07825850 applesauce
n07825850 apple_sauce
n04298661 stairwell
n03543112 hot_pants
n01682435 basilisk
n06595351 magazine
n06595351 mag
n02827606 belt
n02333546 brown_rat
n02333546 rattus_norvegicus
n03586219 iron_lung
n01620735 king_vulture
n04554871 washer
n07642933 jam
n03923379 phial
n03923379 vial
n03923379 ampule
n03923379 ampoule
n02330245 mouse
n01599556 loggerhead_shrike
n02843553 bird_feeder
n02843553 feeder
n12655062 loganberry
n07893253 rose
n13894154 rut
n01847000 drake
n02494079 squirrel_monkey
n03150232 curler
n03150232 roller
n12531727 gliricidia
n02775483 bagpipe
n03672521 linen
n07835921 bourguignon
n04022332 pump
n01814549 squab
n12157179 rye
n04206225 shot_glass
n04206225 jigger
n04206225 pony
n07822323 cardamom
n04450640 toner
n10276045 lumberman
n10276045 lumberjack
n10276045 logger
n10276045 feller
n10276045 faller
n04376400 synthesizer
n04376400 synthesiser
n02033041 dowitcher
n02946921 tin
n02946921 tin_can
n07763987 mangosteen
n11753700 white_clover
n11753700 shamrock
n11753700 trifolium_repens
n13028611 cup_fungus
n03235180 drawing_room
n01770393 scorpion
n01727646 colubrid_snake
n01727646 colubrid
n04123228 sackcloth
n02099029 retriever
n03553019 hydrofoil
n03553019 foil
n03038685 classroom
n03038685 schoolroom
n01606522 goshawk
n07811416 herb
n11733054 delphinium
n11676500 pistil
n12867184 summer_savory
n04267246 spandrel
n04253057 snuffbox
n03092476 console
n02404186 beef
n02404186 beef_cattle
n06277135 radio
n06277135 radiocommunication
n06277135 wireless
n03283827 emitter
n01894207 tenrec
n04175039 server
n02916350 bullet
n02916350 slug
n04001265 pressure_cooker
n07865196 chop_suey
n04124488 saddlery
n03540595 hospital
n03540595 infirmary
n07620145 roly_poly
n07740597 empire
n02773037 bag
n01612275 merlin
n01612275 falco_columbarius
n03687928 longbow
n13006171 coprinus_comatus
n03085219 computer_monitor
n12242409 sourwood
n12242409 titi
n11717399 lotus
n11717399 sacred_lotus
n11717399 nelumbo_nucifera
n13895262 belly
n03864692 overhead_projector
n09460046 tor
n00445226 water_skiing
n03236735 dress
n03236735 frock
n04355511 sundress
n02300173 silkworm_moth
n04278932 spinning_frame
n12387633 viola
n04350581 sugar_bowl
n01909906 polyp
n03738472 mechanism
n02102480 sussex_spaniel
n03041265 cleat
n02238594 lace_bug
n07698782 wrap
n04141712 scaffolding
n04141712 staging
n04340935 stronghold
n04340935 fastness
n04409911 tenon
n03935335 piggy_bank
n12825497 dodder
n04266486 spade
n11598686 ephedra
n04175147 server
n04175147 host
n03139464 crown_jewels
n07606419 horehound
n02015797 corncrake
n04608435 writing_desk
n02657694 flounder
n03686130 loft
n03686130 attic
n03686130 garret
n00448872 rollerblading
n02892499 brasserie
n04086273 revolver
n04245847 smart_bomb
n02799175 baseball_bat
n02799175 lumber
n07886572 brew
n12036226 samara
n12036226 key
n07827284 saffron
n02404432 longhorn
n02404432 texas_longhorn
n12931906 angelica
n12931906 angelique
n03892557 parsonage
n03892557 vicarage
n03892557 rectory
n01842235 barbet
n01788579 eurypterid
n03775199 mixer
n11615967 longleaf_pine
n11615967 pitch_pine
n11615967 pinus_palustris
n09193705 alp
n03508485 heat_exchanger
n04281998 splice
n04281998 splicing
n03452267 gramophone
n02619550 mudskipper
n09416890 roof
n01956764 seashell
n04216634 sieve
n04216634 screen
n03329663 ferry
n03329663 ferryboat
n04330189 stoup
n02843909 biretta
n02715712 antiaircraft
n02715712 flak
n02715712 flack
n04612026 yarmulke
n03751065 mess
n03751065 mess_hall
n04384593 tailgate
n02274259 butterfly
n02841187 binnacle
n02753710 pile
n07819480 mustard
n03604400 jumper
n03604400 pinafore
n04111190 rotating_shaft
n04111190 shaft
n04330109 stoup
n04330109 stoop
n02525382 cusk
n02525382 torsk
n02933340 cabinet
n02933340 console
n02785648 bandage
n02785648 patch
n02841506 binocular_microscope
n01758757 carcase
n01758757 carcass
n02783994 baluster
n02922798 burlap
n02922798 gunny
n12470092 sarsaparilla
n02337001 deer_mouse
n02337001 peromyscus_maniculatus
n03782794 monkey_wrench
n03782794 monkey_wrench
n01317916 feeder
n04207763 shoulder_holster
n02336641 wood_mouse
n04501550 turntable
n07607605 lollipop
n07607605 sucker
n07614348 water_ice
n07614348 sorbet
n04456472 torpedo
n02837789 bikini
n02837789 two_piece
n07568818 roughage
n07568818 fiber
n12639736 bullace
n03456024 boat
n03025250 platform
n07902937 arrack
n07902937 arak
n02936281 caff
n04252225 snowplow
n04252225 snowplough
n07691650 croissant
n03943833 pinstripe
n01905321 theca
n03416489 garage
n02127808 big_cat
n02127808 cat
n11923174 mayweed
n10655594 steward
n10655594 flight_attendant
n02967782 carpet_sweeper
n02967782 sweeper
n02124484 manx
n04484432 triode
n03307037 extension_cord
n07729384 broad_bean
n13137409 berry
n01732244 rat_snake
n03938522 bobbin_lace
n07748912 sweet_orange
n03840681 ocarina
n03840681 sweet_potato
n03770834 miniver
n13127843 stolon
n13127843 runner
n13127843 offset
n04304375 starter
n04304375 starter_motor
n03004824 chancel
n03004824 sanctuary
n03004824 bema
n03883524 pannier
n07766173 litchi
n07766173 lychee
n04017571 psychrometer
n03131574 crib
n03131574 cot
n11757851 huisache
n11757851 cassie
n11757851 flame_tree
n02751215 astrolabe
n11992479 texas_star
n03728982 match
n07715103 cauliflower
n02874214 booth
n01729322 hognose_snake
n01729322 puff_adder
n02408429 water_buffalo
n02964843 cargo_container
n01947396 whelk
n12390099 pale_violet
n12412987 orris
n07592922 salmi
n04335435 streetcar
n04335435 tram
n04335435 tramcar
n04335435 trolley
n04335435 trolley_car
n03180732 destroyer_escort
n03620967 kitchen_table
n10080869 father
n10080869 male_parent
n06275095 cable
n13001930 shiitake
n03394916 french_horn
n03394916 horn
n01708106 saurischian
n03319576 false_teeth
n02074367 dugong
n02808440 bathtub
n02808440 bath
n02808440 tub
n03450974 grab_bag
n01690149 slowworm
n01690149 anguis_fragilis
n02852043 bling_bling
n03483823 pocket_calculator
n04118776 rule
n04118776 ruler
n02974003 car_wheel
n03668488 lightship
n03126385 crampon
n03126385 climber
n11918286 ageratum
n13918717 trapezohedron
n01380610 diplococcus
n07902336 aqua_vitae
n02607862 wrasse
n07913180 mixer
n12636224 medlar
n02416820 kid
n03984234 porcelain
n04592741 wing
n07762244 papaya
n07886176 hooch
n02123597 siamese_cat
n02123597 siamese
n07751148 nectarine
n07847198 cream
n03699280 lyre
n03287733 engine
n12558425 lima_bean
n14685296 charcoal
n04594218 wire
n03887697 paper_towel
n04279172 spinning_machine
n02168245 firefly
n02168245 lightning_bug
n01837072 frogmouth
n07844604 milk
n03708962 magnetron
n02361337 marmot
n04275548 spider_web
n04128413 sail
n09357346 molehill
n11988132 goldfields
n03823312 nicad
n12942395 parsley
n03335846 figure_eight
n12352287 banana
n12352287 banana_tree
n02605316 butterfly_fish
n04039742 racquetball
n04041243 radiator_cap
n09344198 lowland
n01639765 frog
n01639765 toad
n01639765 anuran
n01925270 planarian
n01925270 planaria
n08596076 littoral
n08596076 litoral
n08596076 littoral_zone
n08596076 sands
n02167944 searcher
n07901355 marsala
n01552034 bellbird
n03309808 fabric
n03309808 cloth
n03309808 material
n03309808 textile
n03160740 damask
n04464852 tracked_vehicle
n04294879 stable
n04294879 stalls
n04294879 horse_barn
n07934032 tisane
n02049088 loon
n02049088 diver
n04381994 tableware
n04165675 security_blanket
n03439348 glebe_house
n04290079 spun_yarn
n02871824 boom
n11712282 tulip_tree
n11712282 tulip_poplar
n11712282 yellow_poplar
n11712282 liriodendron_tulipifera
n03430959 gear
n03430959 paraphernalia
n01568294 american_redstart
n01568294 redstart
n02519148 bullhead
n02395003 swine
n03187751 dialyzer
n03187751 dialysis_machine
n03571439 injector
n07690585 yorkshire_pudding
n02794972 barrage_balloon
n11596108 gymnosperm
n13897996 balance
n13897996 equilibrium
n13897996 equipoise
n13897996 counterbalance
n04382695 tachograph
n00017222 plant
n00017222 flora
n00017222 plant_life
n03874138 paddle_steamer
n07907429 rye
n07907429 rye_whiskey
n03290195 entablature
n04177931 settlement_house
n09359803 mountain
n09359803 mount
n02038993 pratincole
n04060448 rebozo
n04252653 snow_blower
n07904072 kirsch
n02988304 cd_player
n03092314 conservatory
n03092314 conservatoire
n03099945 converter
n02061217 stormy_petrel
n07613158 syllabub
n11753355 red_clover
n11753355 trifolium_pratense
n01582220 magpie
n02476870 australopithecus_africanus
n04052757 ram
n04110178 rose_window
n04110178 rosette
n03787032 mortarboard
n03266749 duvet
n04243941 slot_machine
n07913774 cobbler
n02918831 bumper
n03676483 lipstick
n11953610 chicory
n12235051 mayflower
n03334492 fife
n01632308 mole_salamander
